Date,Open,High,Low,Close,Adj Close,Volume
2007-12-31,37.161949,37.257389,36.153866,36.302990,26.239008,5529925
2008-01-02,36.386501,36.953175,36.386501,36.625099,26.471825,9545180
2008-01-03,36.815979,37.710732,36.386501,36.911419,26.678766,8039732
2008-01-04,36.595276,36.595276,35.461926,35.533504,25.682846,10010562
2008-01-07,35.479820,35.945091,34.805775,35.163673,25.415541,12575692
2008-01-08,35.742279,36.141933,34.817703,34.937004,25.251713,14288181
2008-01-09,34.298752,34.680511,33.517334,34.137695,24.673992,14044426
2008-01-10,33.708214,34.000500,32.491356,33.386105,24.130751,12597318
2008-01-11,33.010311,33.296631,32.425739,32.509251,23.496981,9816262
2008-01-14,32.831360,32.980484,32.067841,32.735920,23.660814,9650629
2008-01-15,32.395916,32.395916,31.083614,31.119406,22.492422,10225650
2008-01-16,31.041861,31.572744,29.848860,30.093426,21.750872,13416429
2008-01-17,30.188866,30.761505,28.303925,28.470945,20.578178,15795474
2008-01-18,28.679720,29.329905,27.415140,28.327785,20.474705,17744677
2008-01-22,26.347404,28.130939,25.792660,27.850586,20.129797,23830008
2008-01-23,27.033381,28.172695,25.840380,28.172695,20.362614,17537804
2008-01-24,28.190590,30.105354,28.190590,29.819035,21.552546,17924560
2008-01-25,30.027809,30.165005,29.133060,29.240431,21.134350,15673596
2008-01-28,29.341835,29.896580,28.578316,29.872721,21.591356,10472087
2008-01-29,30.433430,31.477304,30.433430,31.095545,22.475183,14407544
2008-01-30,31.274494,31.316250,30.057634,30.367815,21.949202,11665214
2008-01-31,29.646049,29.646049,27.820761,28.077255,20.293629,22055993
2008-02-01,28.822880,29.317974,28.172695,29.282185,21.164526,20279296
2008-02-04,29.371660,29.699736,28.834810,29.186745,21.095539,11480805
2008-02-05,28.679720,28.679720,27.856550,28.023569,20.254827,13520536
2008-02-06,28.459015,28.459015,27.230225,27.367420,19.780571,12174853
2008-02-07,27.266014,27.874445,26.967766,27.606020,19.953030,14721207
2008-02-08,28.190590,29.669910,27.916201,29.455170,21.289555,19207041
2008-02-11,29.532715,29.616224,28.721476,29.347799,21.211948,16633026
2008-02-12,29.467100,30.254480,29.109200,29.437275,21.276621,12357921
2008-02-13,29.598330,30.284306,29.598330,30.188866,21.819862,10151048
2008-02-14,30.415535,30.934490,30.200794,30.254480,21.867279,11013579
2008-02-15,30.206760,30.397640,29.634121,30.332026,22.027561,11363118
2008-02-19,31.167126,31.698009,30.791330,31.334145,22.755304,14113831
2008-02-20,31.328180,31.596605,30.737644,31.471340,22.854944,11151886
2008-02-21,31.375900,31.584675,30.123249,30.302200,22.005901,9884828
